RegionName,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31,2024-04-30,2024-05-31,2024-06-30,2024-07-31
"APPLETON, WI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13236.481658692186,16724.740917951447,17851.832685832687,18468.47796212502,16747.259901367634,15156.037310739872,14481.683541062986,16190.41001932879,14822.147567221513,18117.59255599473,15668.49154589372,17182.99064983637,14838.40566959922,15374.16273174611,15576.441130553734
"PRESCOTT VALLEY, AZ",19188.527624935825,18840.54756225793,16610.59109989005,15504.706525089525,15015.65821489635,14048.202440269264,13511.358878276244,13628.116052365154,13954.507101922343,13296.008414258302,13549.440229885056,13297.567759562842,13631.111715606798,13426.752621480824,13556.255729348426,13610.120964888078,13491.289000723164,13381.020362947129,13872.366791145148,14291.098934707354,13660.171958977236,13676.890698169962,13130.13574265256,14619.2449997918,15397.561285685742,15366.593700532769,14425.92740440549,13129.940655641083,13815.500308105133,15087.32323900222,15687.028645223903,16471.6246417073,15656.391205624535,17383.3847044194,18918.96552442115,,,,30568.51378593683,31700.940315010437,29036.871273640605,28051.49572366502,26091.111635774738,24899.611834187435,24896.70920657708,23622.731187391517,25341.202417550245,25788.79040926867,27371.65151494913,27410.928524677754,28337.812145512347,28626.97873503674,27666.99928063195,25921.188082740817,23497.07958402988,22905.84848534984,22555.213889444727,23441.95376289101,23793.576266475506,23569.544639115105,23395.890842029225,24440.679957197764,24661.65228117009,25653.20223776929,23531.593601227825,22986.316526852923,22954.12619638929,23738.671427327616,25683.61855487188,24380.445575073896,23830.47773067704,21568.162414467253,23269.37148306488,23265.858827463217,24117.255713353366,22289.148109184374,22382.566511912475
"TOPEKA, KS",6407.507064832811,6544.4263537125735,6722.178824355523,7354.97525486075,7564.839923673372,7562.05174852855,7374.291393834234,7008.539316621485,6946.309381916229,6908.6304421068535,6773.444291654767,6551.564791525266,7321.044211815121,7787.713265993266,8385.318724676938,7624.716044938375,7170.251996381053,6733.247460032901,6453.387282628606,6993.2855977647605,6873.638457556936,6867.840504730945,6313.639475285351,6956.439832249726,7418.847931938199,7640.313622223476,7836.97823202384,7838.719665045647,8256.878937604435,8147.389540197873,8126.853600331058,8058.434124675628,7949.387264772245,7960.906970160538,7886.17502794545,7020.0764168343385,8425.20276915114,8923.737723558434,10392.519668002877,10402.231478764164,11103.809850307403,11250.685907337887,11010.861316602952,10833.529503257458,10014.836194764988,9394.07081212503,9102.4586116893,9749.514752040175,11263.83164983165,12486.631789594054,13121.165122927388,13031.92706668933,12656.9219004719,12732.326620235914,12209.369993798153,11595.201626451211,14499.114148066516,,,,,,,11664.837183906531,12533.680885903465,13226.759366047554,14969.601472908516,14267.290788538528,13518.618228413765,11859.900036692632,11926.951069553355,12033.211701548087,11765.652485861814,12268.847800453514,12078.028072562358,12886.63234222528,12439.076579630384
"MACON, GA",9313.658604881231,8438.917542079302,9340.119649358994,10536.020126676993,10968.152757331363,11620.85978407689,10827.252343417998,10230.807202352167,9239.326002386237,9285.759875047555,9607.092376559956,9739.75951996194,10347.46650593876,10376.90713123194,10404.372769380609,9662.083120263504,9832.6849162116,9627.705739710158,10029.014831115046,9642.256766598915,9791.040639172335,9447.180545781532,9914.032190722564,10483.440294575455,10463.055206370896,9591.802127738109,9968.239865447647,9921.816743471582,10885.327451727158,11542.233341487889,12494.785999832777,13101.232280824514,12079.552016290318,11326.375688477638,11346.080329827848,11208.90728342399,11017.049440286732,12769.05475564648,15194.15934111488,16427.787792495434,14607.786519258863,12932.886154461785,12339.191104027816,11399.022243563277,10593.336793682392,10811.98672606914,12320.79147234868,14897.884485254775,17857.4935426392,17093.7124654143,15123.530960928449,13618.635955831607,14510.807648953303,15048.963047565332,15410.277030087178,14421.576158627484,13672.207555506597,11680.910315754918,11758.414073095417,11673.812664077705,11944.31628017572,11206.058209109731,11197.350685665571,10525.917472766883,11603.184797869764,11590.380802309275,11544.097909812,11264.006489043946,10884.156983203877,12059.257618620542,10832.346553541212,12079.182505922166,10999.451017706677,11711.675067340067,10234.40665432546,10264.58186476317,10029.312407046067
"TYLER, TX",11573.876247412772,11184.709475877193,10985.894125,10872.43555420466,10285.70097343902,10322.707887783708,9712.66823370389,10886.718401077973,10355.842202265572,10085.07862867134,9693.602326615744,11358.420600982448,12107.926629741256,12174.507544283437,10705.531534182424,10826.28848923783,11092.384725608576,11300.013389003085,11185.261947510717,10249.350291265726,9537.35975918435,8861.90510970511,8923.073219373218,10465.77737543768,11331.273331691702,11943.792776136144,11186.220257052177,12153.639081424935,12118.248081424936,11484.205333333332,10266.737623188406,10917.1664178012,11522.937588972372,14633.650632450632,15268.070245245244,15920.087479871176,13839.95069826198,14710.079749187906,16330.482741240266,17407.57775069756,18476.421817226103,19335.600145624638,19824.26920620486,20423.710304436663,21494.368506116603,21799.805585504368,20593.483504535227,20285.57865353037,20764.059077380956,19968.399016130727,18922.816717549445,18632.141612293926,19912.181052988235,19909.608352822343,20164.13397731843,19929.044717834564,19040.995247423063,18129.712565915408,17640.007343358666,18553.432068927606,19215.729037452795,18200.430868907988,18152.676626483742,17398.259299090372,18028.684762801036,16363.013092327456,16406.118144049055,15355.714640751714,16029.616888260009,14439.074586087328,15097.401685269308,13798.416434669673,15086.562903707338,15559.40213308482,15732.831715740647,15209.709393289331,13691.7765
"BARNSTABLE TOWN, MA",35109.951957068006,34735.48076459196,34027.57049722123,28659.24183864037,29564.45798143596,30555.967456153685,31077.974930974426,29260.156336481497,27856.22000650725,26744.6558073059,26818.327879335568,27760.56527296552,27515.572037137707,28586.55603093702,27534.48990627577,28198.76663805836,30993.593756372604,32929.99318289095,33693.82089066073,29528.857964964143,27069.27677335683,24491.723638877556,24724.445647150267,29124.558320327986,34704.35946265151,35956.37165020356,32548.638630061087,32345.28786325636,35629.88287279796,39492.34954168744,42539.584096871,47680.00624103231,51255.05796758796,49370.36498269314,53111.192037940295,61165.343556359,64444.4897691853,73004.42980795524,66996.49479747306,72117.30167055166,63982.69076054663,64648.17207135054,61174.26885969733,54935.4673647347,50455.262454298114,49054.45083911149,50995.05780947183,60385.19555051866,59733.31606466635,69343.75568730786,78605.40541291035,86005.64371208081,79566.99864770313,71047.3759571571,64358.57963462473,60176.02260691032,51997.39398039976,52333.60557728642,57703.408524079365,56381.40371444393,53837.38359502545,54527.31581525999,63321.44749047811,77657.09487853781,79995.33861519663,82076.30284188535,70837.93544915711,63632.34068884496,51730.120418096594,58692.43764498735,62302.802260371966,64811.24424501425,63367.07193924984,67079.41238123878,70391.8621001885,65447.48693759849,60201.13400085063
"DAPHNE, AL",11714.830890804407,11318.001978599224,11311.519194892937,11376.262669634516,11462.361077388065,10788.918216093356,10708.006453059645,10437.828599983995,10337.31355905593,9632.22367405615,9802.508204240476,9661.676413430892,10107.92010843476,10065.843616165124,11261.484243750652,11757.6352274784,11809.481832214282,11546.212412691828,10936.838013314637,10772.186608578751,10032.060845306936,10015.621086964886,10482.389137135302,11668.518534131195,12122.993214817345,11255.784638222058,10179.73021386451,9799.027298742829,11059.868905077405,11970.65493532506,11783.294218624584,11952.063835733848,12684.78461495463,14137.7753810285,15965.8389878855,14803.502457313676,13931.72106399414,12916.293418338382,15896.559561680027,17860.33596949746,19013.80315714881,17992.045106692018,19349.474234601454,18729.729326186934,18487.322827156004,15583.638043451976,15844.012934243525,17575.859066173853,20993.432045971836,24404.99954297577,26002.09890359289,25611.76383719961,23577.00346170553,22423.85157620296,21809.363788605064,21578.552246033723,20221.404004544373,19617.37933328302,18434.413011810197,18908.4996969697,18865.828184591915,18777.484434591912,18143.864156960568,17651.071412981677,17635.294606961997,17505.98187079863,17170.250252815575,16381.858603163097,15866.958669203808,15725.808212480464,16399.810052246834,15757.762136461388,15777.091889525827,14793.953267413985,15749.817709597008,16154.85503087752,16593.65646919566
"BELLINGHAM, WA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39755.32932932933,38956.78858858859,40173.92956827796,40480.54903635161,39017.72932511495,34589.40740652489,29995.041608514748,28017.145650235743,29223.627603526616,29400.08107137024,28915.704522825155,24929.19945532525,23586.086569898445,23788.947789569516,26120.87451657263,29096.715749577783,30676.365395684963,33656.6391944547,33991.558633726374,33207.422106059974,29197.37576174301,26648.26662994861,24208.927766361547,23980.10760434534,24366.0954450162,29437.25292929293,36254.06873015873,38477.24860437257,36302.91400119796
"BURLINGTON, VT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26313.90860873113,26661.54301733328,26297.980264296843,27611.547392781093,25637.381452647413,27285.239261505223,24966.89948920212,24249.67833256161,20512.90649655448,22392.944090539444,21274.98360041691,24408.896659980364,26544.81082038136,29911.124599276536,28983.30838150324
"ROCHESTER, MN",10017.634469742474,10087.489846250022,10175.911892770648,9650.129153110118,9735.043534301842,9360.6463145959,8984.116298314197,8588.070802558024,8951.68369294111,8207.131937417409,8725.609271305604,8579.915250438831,9330.60722547446,9349.215153452686,9854.579649251004,10223.388798821765,10331.912446113258,10355.957205012986,10393.538419587883,10162.555768739565,9126.3541735204,8689.650730296957,8437.834965814525,9660.250322208658,10351.856028429042,10533.39423617702,9932.95129775667,9699.996745603105,10172.907980308331,10870.492654408456,10966.651000209966,10665.423634979394,9690.79491099552,9344.268215081234,9752.16774279687,11266.78528665652,12488.572486772488,12820.04656084656,12773.084656084657,13078.233766233769,13942.599927849928,13670.375558102029,12697.12892925195,11784.85920369449,11180.070624403124,11520.920221713312,10643.385189163384,10624.731471535984,10934.01962453303,11567.202328768368,12663.515253938434,12999.33795869231,13869.741810131874,13674.184500415537,13336.279096776085,13121.869876331148,12546.734008776575,12077.2888895683,11924.845849754294,11400.999306052066,12233.761953314715,12440.886393278872,13586.089379558129,13062.54302675371,14567.17116372689,15291.110343359142,15554.433752956034,13259.759120504816,11859.153440706068,10938.695440258074,10875.473311998736,11783.230611196714,12328.1679820111,13384.253025999367,12710.679542985206,13257.837873223332,12684.723141494716
"LAFAYETTE, IN",7570.392625412612,8234.456951855947,8571.744720048824,9068.246367832136,9289.62037170281,9289.595895108552,8591.825336292946,7592.958300358201,6840.254262006335,6709.417438271605,7303.4986471861475,7699.392795883362,8223.64658376215,8455.122901561997,8917.072763021293,9684.241510353771,9906.95411885396,10078.228807383824,9267.000716617002,8688.762317690142,7860.363028674857,7822.1824731193,8024.213953321879,8739.782457729469,8912.76856884058,9131.546529366897,9259.608868060564,9551.95905532648,9304.213542118172,9176.357691923376,9555.18974764811,9531.512699075623,9470.53243340284,9414.315102692888,9286.465218653251,8638.54334365325,,13078.989352989352,15084.736479426132,12392.339593904248,12103.654298439293,11973.25717200251,12472.216267863076,11349.427361853834,10312.86221033868,9873.779437229436,11528.502007762354,12129.240968801314,13360.083700630888,13094.908291856402,14266.54977158879,13582.709420711595,13048.541530390949,12335.933854303476,12577.004224673849,12531.322591382232,12340.571505020032,11229.344653168184,10852.009117055002,10426.25160985632,11094.9988959355,12206.266490872213,13554.78157382847,14354.619935897435,13960.540975652788,12361.479903391715,12438.999221573533,11508.385923753667,12118.07505031338,10292.751565464896,9732.435675381264,9937.547222222223,11523.66523297491,12212.489571599248,11904.863770517268,13047.713841525583,13923.004892428706
"CHAMPAIGN, IL",6260.292127758684,6794.024796891245,7071.783317605117,7126.247428594529,7016.232213085274,6591.680519680641,6160.27662500225,5985.831166554192,6135.045855819729,6152.133292509304,6601.316449815614,6548.718226413531,6739.795453795712,6333.407255337138,6521.710709393604,6721.66804382917,6847.003608492193,6683.165378713118,6510.442774161754,6342.259223129461,6422.02959291371,6217.030797693756,6357.641546300787,6671.130601810194,7468.657002672263,8083.854614584161,8259.929684120758,7819.913947712558,7842.914470998796,7861.977135435482,7815.0906727696065,7200.574853306419,6905.198781676413,6407.636024474768,6496.935877773535,6948.409371182199,7961.247182850076,8255.271154017622,8741.720856857155,8856.820381515505,8940.140115440116,8769.84880144731,8329.679248777757,8430.786694091825,8168.642510249133,9502.799569564086,9275.472237886384,11135.491517793467,11430.95350609756,12862.622101776573,12297.286855482933,11498.073740728834,11044.739906048131,9824.47529723431,10173.61336835839,9485.4846657892,10280.041716366051,9146.20419169006,9740.582954689511,9097.05388191044,10416.390692640693,13797.72742733457,14231.646691403834,14826.241828824554,11980.395998357537,11881.788717759346,10797.866425293025,10574.499727415372,10582.068784075336,10171.625291467935,10066.233227975876,9684.378636542337,11185.136152882207,11082.92432748538,13262.420137457046,12781.132149469056,12921.944242492313
"MEDFORD, OR",13925.92265968246,13653.985460475707,13937.992222009883,13897.865926089216,14625.063924702516,14824.765724188372,14246.541726367024,13992.060200834638,13315.15852925155,13959.306049380371,13440.37645805288,13176.299377975942,12235.029188385204,12427.968497107977,13047.328630149384,13997.370558870558,14243.80838868065,13873.41004709053,13015.25099077394,12124.02033631606,11506.35547834298,11676.664044463492,12054.836801569749,13120.596607172947,13200.687838109769,13169.31966978171,12844.24327725666,13401.896187309569,14584.500218065674,15331.757422341185,15328.158643342407,17372.69419384253,17535.60622800402,18838.356810754605,19042.751375598087,,25218.485705003248,26723.85906798817,23770.056048797367,23976.78527192293,23460.1224352538,24756.218381501807,23099.40255504429,20916.256688483947,20023.66526054491,20197.87342899036,23086.91346646185,23288.710151802657,24666.72659620705,24014.914161688168,25471.38064049526,24609.876847762956,23136.63807289598,21516.9122442682,21685.160879948333,21255.487033070127,20211.181404433064,19691.653671793047,20488.26574963768,22795.237908233677,21777.837365626696,20674.778968685947,19102.50966923189,20084.57602599062,21156.755456936124,20731.20395281,20881.75457645288,18877.476974016558,17810.44481914717,16949.00138965496,16848.30206451089,16637.306163586418,16329.606158496585,16745.65746776764,17379.965524374053,17797.29659515856,18280.57437293633
"LEBANON, NH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55354.30340755736,47223.55292022792,40491.86092146363,38997.47481035252,32159.24200611972,32368.72490026314,33978.55507455507,33998.13804713805,29636.813243299777,29010.909259484022,28546.829649828145,35441.72322564695,41023.28343363819,49336.454524140274,45716.56438725014,42031.55654537668,40679.010519075935,43238.559458836746,46676.78751599938,41927.04527001008,43050.964907648886,36035.35644204042,32490.77787994892,30458.17798941799,30555.300043290044,37744.08405483406,35387.24327339327,40976.099948249954,37183.707105041656
"CHARLOTTESVILLE, VA",17392.06925123653,17039.834018393394,17781.136219097618,16745.60307415143,16651.117264272845,15888.697431454795,17255.032543202953,18532.96125080881,17255.60366740539,15195.78608498781,14118.158127329029,20035.508838878017,21048.904460115016,22174.450767942148,18525.795148036526,19452.650231993885,17827.34302373241,18313.969694026862,18137.444436861177,19577.686162712344,16860.8575042228,14507.853966889868,16269.217439179003,23274.27156211754,25269.59957531829,22299.47423563621,16523.657933335384,16969.951572049114,17416.096702836818,18752.94777964983,20250.55143926182,20693.138401682118,21178.797542608907,19535.49705241283,21604.78386559964,21407.99574726212,24458.06043933613,24998.282496796743,25613.290176717463,25632.645419283974,23580.962619117792,24022.07634570693,23173.42123459582,24569.55081155991,26408.94631326261,26299.09983707213,26155.651515634123,24735.035495687112,33385.16182093419,34696.06465494229,40683.41054982722,32723.0639781599,31924.76278517744,28723.67752810153,30463.730111177367,32857.75462008322,28470.34455005633,24679.858664433978,19869.535933305902,22065.43047393202,26836.54741575592,29122.60766614716,29969.087415423917,31566.46123415244,36534.84542820565,33677.41814855592,32226.52590034022,29014.85923367356,29264.4041603821,25807.248047186356,24286.653275944525,27475.159704745554,28492.29910853959,31038.274221661763,28849.142867132865,30239.632867132867,30982.405023388244
"LAKE CHARLES, LA",7830.576534228519,7863.898145691991,8087.765376848413,8212.810043677802,8715.0374001546,9134.401784932905,9836.994203972346,9155.991106501471,8690.713184156246,8016.415033861645,8283.983981097192,8543.588020790894,8387.584704666238,8529.147689078854,9122.760462108294,9283.540637007956,9485.55349145605,8901.805514464728,9207.305115903437,8034.38286243227,7806.585967628722,6881.27901438878,7110.015445349124,6677.9285320635245,7213.61493400504,8694.214920081342,8886.458810111128,8673.731077594603,7531.782604325589,7363.06090676922,,,16894.18040445018,14135.7723236421,11220.554411764706,10153.654166666667,9146.4774889989,8372.982301980199,11200.896994962652,12130.042093683054,13010.242097860688,11480.148592821492,11366.443819111852,11737.166352380273,10856.183075959649,10041.144825442048,9277.736363903585,9171.405464576075,9898.112317073172,10092.637109819285,10564.956250106434,10357.673646174013,10075.569749193368,9858.626406092337,9562.424483835232,9370.742840943323,9111.646580991746,9419.672121747666,9872.336003117562,10000.172319541562,10604.799245262077,10779.414823755746,10911.09096183026,10356.469276893751,10020.00991765603,9947.905790777038,9512.221147798004,9905.532890789827,10075.896664332862,10126.28827272447,9489.237595227656,8839.52725544625,8780.975643253007,8994.616119869506,9887.740091667392,10164.110995679926,10158.925301411296
"LAS CRUCES, NM",7959.612649048358,8209.725938808706,8518.185275588432,8020.173521053708,8048.446597726238,7800.851370189547,7610.833362250175,7016.036127806429,7380.251016776213,7248.18565729909,7108.115152547763,6441.751968468161,8556.060631368351,9343.99422946512,10202.639353843231,9344.269853055976,9549.290422477776,9185.007089144445,9136.359130735213,8612.771697530865,7978.843687194946,6277.117073314711,5940.2587734012095,6827.923990944335,8454.415616742428,8655.77140893988,9002.410692960742,8735.020760864085,9022.941277168433,8611.450846546424,8370.263647988839,8977.38061882441,10125.38364912744,10485.02678638234,10813.03258817685,9658.43912226776,10815.658420513377,12984.118761629454,13421.332696377882,13287.084158366184,12486.627149250637,13246.05863819135,13048.960305940973,13524.385536597772,13938.325498009644,14487.17005115818,13865.277450692543,15922.509773924869,17128.17988956699,18352.326490713585,16097.092572584932,15844.303869385034,14569.84711433453,14525.542143574296,13655.09019859813,13780.74325292458,14031.657546344211,13188.511097746084,12288.389439618462,11839.981248202472,12235.284667005892,12341.03182594802,12984.494242462895,12837.64767645136,13205.56689479264,14050.728768430989,14058.42542441104,13376.12794854784,11745.93208390915,10891.760717994364,11640.601781486426,11878.939476190477,13064.474282485877,12751.490361850956,12166.90254459207,11705.491934907832,10992.31168460258
"CHICO, CA",11472.385993836671,11387.74603037224,12377.946624431645,12403.955747336156,12317.142189097069,11900.668261704326,11598.850132485424,11406.392569659443,11804.894975157724,15370.847614675067,18364.00689902456,19556.314493526275,17724.988194456615,16778.305478239785,16803.96151892836,17318.02924089438,16652.416598200314,16722.302820886223,15854.364994855969,15761.836345527108,15039.144227080158,14281.930632804064,14409.342534716903,14960.983018720182,16002.87896484813,15389.460389230444,14655.155459224356,13882.25904392381,14462.98511308155,15059.876729791036,16092.36257481046,16127.887657230487,15508.943931339862,14719.356993424262,14364.159584192372,15401.561155739104,16024.535761975038,18117.644888959167,19399.260411429528,20755.825770906653,20490.917100872983,20074.18858085499,20329.13738259791,19849.706341416862,19592.003887819108,17948.379848685632,17942.658051963834,18161.191355517534,19750.48871966141,21722.34822954724,24234.83480934455,24659.70763962649,22713.49747380097,19937.57933773649,19004.023923184883,19898.64905002405,19649.87083644047,19602.802271039625,18923.093105413325,18697.973194898783,18002.465752973618,18834.743190986228,19672.00875572452,20823.2749339907,19920.105735678462,19813.149694749693,19062.20253080253,18325.18053533768,18108.154344861487,18482.424495763215,18057.67533017938,16721.968116249034,14426.324455209642,15000.47597340119,15048.60254550959,16624.686040107234,17456.627639052203
"HILTON HEAD ISLAND, SC",17036.652492317997,17913.140300858242,17831.080686603756,16849.15759337367,16399.350471110756,16018.967303514117,16227.816684449324,16081.39621833691,16435.419542731877,17273.946621043637,18275.338544744434,18568.26951315178,17924.26053950308,16748.874565653532,16994.07124493054,17537.389957959782,17611.225342575166,17479.28437116582,17124.395704368417,17239.689988887596,17016.104148311115,16408.52443595311,17538.40409546207,18897.747463950407,20131.161488340647,18961.72908277405,17756.734384384385,16110.140022157464,15802.925307442749,15523.449042716486,15683.512669012667,16451.328922188924,17186.17883465932,19175.489938688213,22108.968711107504,23397.40432406292,26807.0609930018,26838.49721104659,,,33989.75448574414,31626.9468972542,31157.48640467235,30062.595737565705,29412.77732182732,29282.69240148876,27719.25402125466,30209.065547368515,38931.57935855733,44499.775314549006,49068.240698986985,44685.12662536486,44292.04754962673,37112.60597793642,35211.32736096384,32488.350093921938,32019.187650162803,30030.05578619905,29180.465070155547,29107.12610468941,30996.85449763171,30546.858485362874,32722.719338950108,31432.72337588102,30235.78770600332,27548.33534047974,27645.253542313647,30444.05738199337,30039.17849190376,27161.63785389223,24195.83372009486,23712.66295520692,24847.50470343641,25401.56951149783,25742.32306248156,26207.70497754609,24915.98891800187
"ATHENS, GA",12137.501988217968,11544.21693993292,11686.30986577525,11055.615950431336,11348.190041215104,11107.507515358817,10486.639776567392,10703.083802851745,11225.7499860763,13023.508330107108,12378.809171857953,12774.24030738909,10725.867665112666,11416.863156943728,11752.33199323564,12243.52871737357,11776.4715170874,10619.16678335959,10926.401067452112,10217.544628920108,10782.384251561618,10007.897821390236,10631.829231853228,12541.92313522328,14006.48732528015,13838.399604358528,12214.44196933229,11272.491870281096,11648.52426324642,12376.839281352004,13879.850845932116,14514.395155081447,14353.334742444438,15188.67873956881,16365.092319815723,19807.84099002849,22210.934078099843,20543.03114067966,19683.22238599801,17000.50918996445,18321.10214348769,16984.062879043657,17233.69260239048,16148.203900504865,16327.06101587468,19525.02026495893,21158.36802481556,22044.335046457607,19785.263617886176,19854.49988549181,19412.75069412893,21021.03578184823,21226.61921622935,20385.672159183963,17881.802185336303,17709.778669790223,17660.682863886195,17193.866110670297,17205.753928061036,18192.87448160427,18936.4783863207,21402.642675661977,20884.69418599584,20986.67498073296,19762.870414152032,19176.426304607387,19376.768166616475,17236.029314238553,17213.06910609653,15237.370981363769,15392.815012873836,16211.045941204764,17019.059077812544,17737.37651575789,18731.562437082936,19998.192200059235,19418.049894851527
"LAKE HAVASU CITY, AZ",8499.731706100772,8839.83626945122,9528.747960946836,10491.922956980472,10691.463428468913,10355.426276721735,9039.408177844996,8719.224082261593,9070.684460136528,9094.484593603329,8831.118990039226,8988.836632276318,9470.712973539426,9985.08844544874,9580.204036041205,10474.510926714853,11344.170604598088,11480.038969523035,10360.090384006997,9485.650285394451,9996.796538459155,10273.94458215152,10369.085341837035,10625.476210584464,11382.263762574958,11474.461226343074,10948.338952199769,11537.019890616197,12305.61987752033,13323.768300193731,12635.1990610485,13038.87905602842,13069.820411392406,13127.61607142857,13057.98852225673,12735.362754712867,13984.538349950964,15333.754138370115,16611.108164460988,17709.796550985808,17906.7154636144,18856.17805726218,18061.93165791684,17622.593550340815,16061.129951162622,16220.00466062582,15957.853890934444,16233.44296417058,17621.561207006478,19267.15549080919,20153.03780586081,19505.147802545103,18601.498628426456,18837.31375212483,18070.71499651752,17520.381667481823,17209.911618603754,17420.274628782252,17389.51669943779,16501.47470809058,15703.6490699881,15917.774980216676,17336.823030880554,18490.913949456062,17644.758396526315,16559.252096926462,15186.267994571836,15871.119995326277,15714.310710661268,16427.892986736348,15905.459284158826,15999.76174367922,15839.397230330633,15741.626462100372,15346.582208004656,15452.323062912195,14907.283783994988
"COLUMBIA, MO",6213.18809606324,6623.9801715702015,6863.196838236868,6896.960089325065,6942.925687922228,6692.429963208985,6403.442933782647,6682.119487009301,6845.131685339017,7298.151212179119,6531.917589809017,6297.051010840668,5787.005171729717,6187.304909881066,6591.661463259624,7251.705391660616,7712.8829114689825,7733.064885477782,7150.863462990233,6597.540232957478,6409.668650121445,6072.431155487761,6725.844020039523,7914.878856325083,8374.143338222711,8451.682821439326,7450.600820139781,7855.003597917558,7558.664433353498,7548.429548621007,7957.779110024516,8184.4383496354785,8373.72240659431,8369.205384873343,8737.898685121481,8486.729045058884,8843.475878898804,10543.18906740001,12810.517242003183,13427.112920401809,12559.353112369005,11742.124532250824,11242.430251635027,10276.177078328508,10662.439388605417,10947.594728411244,11081.730158730155,12019.459293394775,12830.770887597677,17218.6326989889,18047.37853379925,19413.44337637796,17391.221689889157,16659.83847418887,15340.25568820091,14663.90392308685,13629.43739905319,14634.81658776571,13113.580176029298,13881.089022613844,12580.516183107671,13856.477925531915,13680.399404761903,14103.549404761903,13910.29795677136,13051.995729428812,12662.526304968378,12152.05782052649,11788.970260507556,10675.333624361929,10201.931441409744,10114.50954045954,11530.894905094909,13497.030082277275,16364.837318401584,16009.17861478636,15980.149468258622
"SPRINGFIELD, IL",5927.321714735052,6264.461427996699,6584.8561140749525,6799.533181710495,6649.736755284069,6997.943596396752,6982.709757089885,6844.635219618659,6153.009412132697,5897.23814733048,5999.297354955731,6276.652749900438,6578.96647478292,6553.285661610879,6571.30024729826,6883.063339080433,7077.265684113274,7527.828950569375,7022.788500747752,6966.929688569896,6379.560108031351,6243.730872442378,6034.120226492157,6105.042782551616,6328.744293272864,6515.389644746788,6678.953975060272,6928.923768624328,7086.323784444609,7062.65051261213,6647.339113483118,6389.584453539816,6167.808142107056,6066.779377301641,5692.876215738284,5624.39601139601,5741.557823693746,7024.944167686833,7658.230848598512,8588.895383606168,8524.716330314348,8270.75761236563,7912.984956335408,8062.471671407618,7926.940004740951,7834.815890930572,7220.546861415406,7575.145626847505,8296.632716049384,8774.477932098765,10457.897184684683,11447.42346096096,12051.966610678475,11162.22816255293,10153.232309557075,9410.250097339564,8745.256241732806,8643.049892526456,8196.431216931216,8981.153439153439,9208.34126984127,9533.76984126984,14836.601086048451,15861.005847953216,17642.495025442393,12824.1737012987,12671.058436501196,11991.8560237179,11493.68340467028,10427.438454414025,9547.693978265355,9059.111151517636,9526.028277140504,11004.93643903374,12197.140694352893,13530.16788164311,13063.707014525991
"HOUMA, LA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20316.81192227882,19054.29762349135,19591.272135242427,19678.499913020205,22007.464364469288,19841.419865923268,17527.413290999724,13703.061718983265,12580.326951958174,13023.707056293484,13168.91604127847,12808.49668643976,11964.973432510087,11949.673805780556,12793.079383737546,13081.49501734636,13282.54395860782,12668.304118072838,12570.883806466203,11238.016173615964,11256.95393081761,12252.48801703163,12845.459188202802,12177.08304665029,11790.317560482858,11747.21572264502,11794.800197530863,11717.950659685865,12204.915868666863,12337.747447614232,11819.862630860309
